Name,Price,Description,Stock,Categories,Tags
Palkia,£151.00,It has the ability to distort space. It is described as a deity in Sinnoh-region mythology.,54 in stock,"['Pokemon', 'Spatial']","['palkia', 'Pressure', 'Spatial']"
Heatran,£142.00,"Boiling blood, like magma, circulates through its body. It makes its dwelling place in volcanic caves.",120 in stock,"['Lava Dome', 'Pokemon']","['Flash Fire', 'heatran', 'Lava Dome']"
Regigigas,£77.00,There is an enduring legend that states this Pokémon towed continents with ropes.,226 in stock,"['Colossal', 'Pokemon']","['Colossal', 'regigigas', 'Slow Start']"
Cresselia,£34.00,Those who sleep holding Cresselia’s feather are assured of joyful dreams. It is said to represent the crescent moon.,16 in stock,"['Lunar', 'Pokemon']","['cresselia', 'Levitate', 'Lunar']"
Phione,£155.00,"It drifts in warm seas. It always returns to where it was born, no matter how far it may have drifted.",245 in stock,"['Pokemon', 'Sea Drifter']","['Hydration', 'phione', 'Sea Drifter']"
Manaphy,£74.00,It starts its life with a wondrous power that permits it to bond with any kind of Pokémon.,186 in stock,"['Pokemon', 'Seafaring']","['Hydration', 'manaphy', 'Seafaring']"
Darkrai,£59.00,It can lull people to sleep and make them dream. It is active during nights of the new moon.,223 in stock,"['Pitch-Black', 'Pokemon']","['Bad Dreams', 'darkrai', 'Pitch-Black']"
Arceus,£53.00,It is told in mythology that this Pokémon was born before the universe even existed.,72 in stock,"['Alpha', 'Pokemon']","['Alpha', 'arceus', 'Multitype']"
Victini,£109.00,"When it shares the infinite energy it creates, that being’s entire body will be overflowing with power.",174 in stock,"['Pokemon', 'Victory']","['victini', 'Victory', 'Victory Star']"
Snivy,£102.00,"They photosynthesize by bathing their tails in sunlight. When they are not feeling well, their tails droop.",47 in stock,"['Grass Snake', 'Pokemon']","['Grass Snake', 'Overgrow', 'snivy']"
Servine,£154.00,"When it gets dirty, its leaves can’t be used in photosynthesis, so it always keeps itself clean.",82 in stock,"['Grass Snake', 'Pokemon']","['Grass Snake', 'Overgrow', 'servine']"
Serperior,£88.00,It can stop its opponents’ movements with just a glare. It takes in solar energy and boosts it internally.,164 in stock,"['Pokemon', 'Regal']","['Overgrow', 'Regal', 'serperior']"
Tepig,£195.00,"It loves to eat roasted berries, but sometimes it gets too excited and burns them to a crisp.",66 in stock,"['Fire Pig', 'Pokemon']","['Blaze', 'Fire Pig', 'tepig']"
Pignite,£149.00,"When its internal fire flares up, its movements grow sharper and faster. When in trouble, it emits smoke.",151 in stock,"['Fire Pig', 'Pokemon']","['Blaze', 'Fire Pig', 'pignite']"
Emboar,£32.00,It has mastered fast and powerful fighting moves. It grows a beard of fire.,258 in stock,"['Mega Fire Pig', 'Pokemon']","['Blaze', 'emboar', 'Mega Fire Pig']"
Oshawott,£194.00,"It fights using the scalchop on its stomach. In response to an attack, it retaliates immediately by slashing.",157 in stock,"['Pokemon', 'Sea Otter']","['oshawott', 'Sea Otter', 'Torrent']"
Dewott,£57.00,"As a result of strict training, each Dewott learns different forms for using the scalchops.",141 in stock,"['Discipline', 'Pokemon']","['dewott', 'Discipline', 'Torrent']"
Samurott,£106.00,One swing of the sword incorporated in its armor can fell an opponent. A simple glare from one of them quiets everybody.,279 in stock,"['Formidable', 'Pokemon']","['Formidable', 'samurott', 'Torrent']"
Patrat,£116.00,"Extremely cautious, one of them will always be on the lookout, but it won’t notice a foe coming from behind.",294 in stock,"['Pokemon', 'Scout']","['Keen Eye', 'patrat', 'Scout']"
Watchog,£141.00,"When they see an enemy, their tails stand high, and they spit the seeds of berries stored in their cheek pouches.",294 in stock,"['Lookout', 'Pokemon']","['Keen Eye', 'Lookout', 'watchog']"
Lillipup,£28.00,"Though it is a very brave Pokémon, it’s also smart enough to check its foe’s strength and avoid battle.",29 in stock,"['Pokemon', 'Puppy']","['lillipup', 'Pickup', 'Puppy']"
Herdier,£164.00,"It has black, cape-like fur that is very hard and decreases the amount of damage it receives.",227 in stock,"['Loyal Dog', 'Pokemon']","['herdier', 'Intimidate', 'Loyal Dog']"
Stoutland,£37.00,Being wrapped in its long fur is so comfortable that a person would be fine even overnight on a wintry mountain.,80 in stock,"['Big-Hearted', 'Pokemon']","['Big-Hearted', 'Intimidate', 'stoutland']"
Purrloin,£167.00,"They steal from people for fun, but their victims can’t help but forgive them. Their deceptively cute act is perfect.",270 in stock,"['Devious', 'Pokemon']","['Devious', 'Limber', 'purrloin']"
Liepard,£104.00,"Stealthily, it sneaks up on its target, striking from behind before its victim has a chance to react.",32 in stock,"['Cruel', 'Pokemon']","['Cruel', 'liepard', 'Limber']"
Pansage,£197.00,It’s good at finding berries and gathers them from all over. It’s kind enough to share them with friends.,195 in stock,"['Grass Monkey', 'Pokemon']","['Gluttony', 'Grass Monkey', 'pansage']"
Simisage,£98.00,"Ill tempered, it fights by swinging its barbed tail around wildly. The leaf growing on its head is very bitter.",286 in stock,"['Pokemon', 'Thorn Monkey']","['Gluttony', 'simisage', 'Thorn Monkey']"
Pansear,£194.00,This Pokémon lives in caves in volcanoes. The fire within the tuft on its head can reach 600 degrees Fahrenheit.,247 in stock,"['High Temp', 'Pokemon']","['Gluttony', 'High Temp', 'pansear']"
Simisear,£38.00,"When it gets excited, embers rise from its head and tail and it gets hot. For some reason, it loves sweets.",140 in stock,"['Ember', 'Pokemon']","['Ember', 'Gluttony', 'simisear']"
Panpour,£52.00,The water stored inside the tuft on its head is full of nutrients. Plants that receive its water grow large.,271 in stock,"['Pokemon', 'Spray']","['Gluttony', 'panpour', 'Spray']"
Simipour,£61.00,"It prefers places with clean water. When its tuft runs low, it replenishes it by siphoning up water with its tail.",101 in stock,"['Geyser', 'Pokemon']","['Geyser', 'Gluttony', 'simipour']"
Munna,£172.00,"It eats the dreams of people and Pokémon. When it eats a pleasant dream, it expels pink-colored mist.",278 in stock,"['Dream Eater', 'Pokemon']","['Dream Eater', 'munna', 'Synchronize']"
Musharna,£58.00,The dream mist coming from its forehead changes into many different colors depending on the dream that was eaten.,98 in stock,"['Drowsing', 'Pokemon']","['Drowsing', 'musharna', 'Synchronize']"
Pidove,£172.00,These Pokémon live in cities. They are accustomed to people. Flocks often gather in parks and plazas.,290 in stock,"['Pokemon', 'Tiny Pigeon']","['pidove', 'Super Luck', 'Tiny Pigeon']"
Tranquill,£199.00,"No matter where in the world it goes, it knows where its nest is, so it never gets separated from its Trainer.",295 in stock,"['Pokemon', 'Wild Pigeon']","['Super Luck', 'tranquill', 'Wild Pigeon']"
Unfezant,£135.00,Males have plumage on their heads. They will never let themselves feel close to anyone other than their Trainers.,51 in stock,"['Pokemon', 'Proud']","['Proud', 'Super Luck', 'unfezant']"
Zebstrika,£138.00,"They have lightning-like movements. When Zebstrika run at full speed, the sound of thunder reverberates.",137 in stock,"['Pokemon', 'Thunderbolt']","['Lightning Rod', 'Thunderbolt', 'zebstrika']"
Roggenrola,£41.00,They were discovered a hundred years ago in an earthquake fissure. Inside each one is an energy core.,96 in stock,"['Mantle', 'Pokemon']","['Mantle', 'roggenrola', 'Sturdy']"
Boldore,£76.00,"When it is healthy, its core sticks out. Always facing the same way, it swiftly moves front to back and left to right.",278 in stock,"['Ore', 'Pokemon']","['boldore', 'Ore', 'Sturdy']"
Gigalith,£67.00,Compressing the energy from its internal core lets it fire off an attack capable of blowing away a mountain.,18 in stock,"['Compressed', 'Pokemon']","['Compressed', 'gigalith', 'Sturdy']"
Woobat,£27.00,The heart-shaped mark left on a body after a Woobat has been attached to it is said to bring good fortune.,289 in stock,"['Bat', 'Pokemon']","['Bat', 'Unaware', 'woobat']"
Swoobat,£49.00,Anyone who comes into contact with the ultrasonic waves emitted by a courting male experiences a positive mood shift.,109 in stock,"['Courting', 'Pokemon']","['Courting', 'swoobat', 'Unaware']"
Drilbur,£132.00,"By spinning its body, it can dig straight through the ground at a speed of 30 mph.",171 in stock,"['Mole', 'Pokemon']","['drilbur', 'Mole', 'Sand Rush']"
Excadrill,£36.00,"More than 300 feet below the surface, they build mazelike nests. Their activity can be destructive to subway tunnels.",49 in stock,"['Pokemon', 'Subterrene']","['excadrill', 'Sand Rush', 'Subterrene']"
Audino,£95.00,"It touches others with the feelers on its ears, using the sound of their heartbeats to tell how they are feeling.",109 in stock,"['Hearing', 'Pokemon']","['audino', 'Healer', 'Hearing']"
Timburr,£194.00,"Always carrying squared logs, they help out with construction. As they grow, they carry bigger logs.",150 in stock,"['Muscular', 'Pokemon']","['Guts', 'Muscular', 'timburr']"
Gurdurr,£179.00,This Pokémon is so muscular and strongly built that even a group of wrestlers could not make it budge an inch.,105 in stock,"['Muscular', 'Pokemon']","['gurdurr', 'Guts', 'Muscular']"
Conkeldurr,£72.00,"Rather than rely on force, they master moves that utilize the centrifugal force of spinning concrete.",251 in stock,"['Muscular', 'Pokemon']","['conkeldurr', 'Guts', 'Muscular']"
Palpitoad,£117.00,"It lives in the water and on land. It uses its long, sticky tongue to immobilize its opponents.",36 in stock,"['Pokemon', 'Vibration']","['Hydration', 'palpitoad', 'Vibration']"
Seismitoad,£90.00,They shoot paralyzing liquid from their head bumps. They use vibration to hurt their opponents.,252 in stock,"['Pokemon', 'Vibration']","['seismitoad', 'Swift Swim', 'Vibration']"
Throh,£43.00,"When it encounters a foe bigger than itself, it wants to throw it. It changes belts as it gets stronger.",195 in stock,"['Judo', 'Pokemon']","['Guts', 'Judo', 'throh']"
Sawk,£129.00,Tying their belts gets them pumped and makes their punches more destructive. Disturbing their training angers them.,95 in stock,"['Karate', 'Pokemon']","['Inner Focus', 'Karate', 'sawk']"
Sewaddle,£40.00,"Since this Pokémon makes its own clothes out of leaves, it is a popular mascot for fashion designers.",137 in stock,"['Pokemon', 'Sewing']","['sewaddle', 'Sewing', 'Swarm']"
Swadloon,£107.00,"It protects itself from the cold by wrapping up in leaves. It stays on the move, eating leaves in forests.",176 in stock,"['Leaf-Wrapped', 'Pokemon']","['Chlorophyll', 'Leaf-Wrapped', 'swadloon']"
Leavanny,£130.00,It keeps its eggs warm with heat from fermenting leaves. It also uses leaves to make warm wrappings for Sewaddle.,203 in stock,"['Nurturing', 'Pokemon']","['leavanny', 'Nurturing', 'Swarm']"
Venipede,£87.00,"Its bite injects a potent poison, enough to paralyze large bird Pokémon that try to prey on it.",243 in stock,"['Centipede', 'Pokemon']","['Centipede', 'Swarm', 'venipede']"
Whirlipede,£84.00,"It is usually motionless, but when attacked, it rotates at high speed and then crashes into its opponent.",170 in stock,"['Curlipede', 'Pokemon']","['Curlipede', 'Swarm', 'whirlipede']"
Scolipede,£153.00,"With quick movements, it chases down its foes, attacking relentlessly with its horns until it prevails.",28 in stock,"['Megapede', 'Pokemon']","['Megapede', 'scolipede', 'Swarm']"
Cottonee,£77.00,"Perhaps because they feel more at ease in a group, they stick to others they find. They end up looking like a cloud.",139 in stock,"['Cotton Puff', 'Pokemon']","['Cotton Puff', 'cottonee', 'Prankster']"
Whimsicott,£26.00,"Like the wind, it can slip through any gap, no matter how small. It leaves balls of white fluff behind.",30 in stock,"['Pokemon', 'Windveiled']","['Prankster', 'whimsicott', 'Windveiled']"
Petilil,£118.00,"Since they prefer moist, nutrient-rich soil, the areas where Petilil live are known to be good for growing plants.",109 in stock,"['Bulb', 'Pokemon']","['Bulb', 'Chlorophyll', 'petilil']"
Lilligant,£137.00,Even veteran Trainers face a challenge in getting its beautiful flower to bloom. This Pokémon is popular with celebrities.,209 in stock,"['Flowering', 'Pokemon']","['Chlorophyll', 'Flowering', 'lilligant']"
Sandile,£136.00,They live buried in the sands of the desert. The sun-warmed sands prevent their body temperature from dropping.,235 in stock,"['Desert Croc', 'Pokemon']","['Desert Croc', 'Intimidate', 'sandile']"
Krokorok,£135.00,"The special membrane covering its eyes can sense the heat of objects, so it can see its surroundings even in darkness.",168 in stock,"['Desert Croc', 'Pokemon']","['Desert Croc', 'Intimidate', 'krokorok']"
Krookodile,£185.00,"They never allow prey to escape. Their jaws are so powerful, they can crush the body of an automobile.",188 in stock,"['Intimidation', 'Pokemon']","['Intimidate', 'Intimidation', 'krookodile']"
Darumaka,£106.00,"When it sleeps, it pulls its limbs into its body and its internal fire goes down to 1,100 degrees Fahrenheit.",96 in stock,"['Pokemon', 'Zen Charm']","['darumaka', 'Hustle', 'Zen Charm']"
Maractus,£31.00,"Arid regions are their habitat. They move rhythmically, making a sound similar to maracas.",120 in stock,"['Cactus', 'Pokemon']","['Cactus', 'Chlorophyll', 'maractus']"
Dwebble,£75.00,"When it finds a stone of a suitable size, it secretes a liquid from its mouth to open up a hole to crawl into.",47 in stock,"['Pokemon', 'Rock Inn']","['dwebble', 'Rock Inn', 'Sturdy']"
Crustle,£105.00,"Competing for territory, Crustle fight viciously. The one whose boulder is broken is the loser of the battle.",293 in stock,"['Pokemon', 'Stone Home']","['crustle', 'Stone Home', 'Sturdy']"
Scraggy,£112.00,"Proud of its sturdy skull, it suddenly headbutts everything, but its weight makes it unstable, too.",95 in stock,"['Pokemon', 'Shedding']","['scraggy', 'Shed Skin', 'Shedding']"
Scrafty,£137.00,It can smash concrete blocks with its kicking attacks. The one with the biggest crest is the group leader.,152 in stock,"['Hoodlum', 'Pokemon']","['Hoodlum', 'scrafty', 'Shed Skin']"
Sigilyph,£68.00,"The guardians of an ancient city, they always fly the same route while keeping watch for invaders.",181 in stock,"['Avianoid', 'Pokemon']","['Avianoid', 'Magic Guard', 'sigilyph']"
